timestamp,kw_energy_consumption,prediction
2011-03-17 15:00:00,99.0,99.0
2011-03-17 16:00:00,84.0,84.0
2011-03-17 17:00:00,87.0,84.0
2011-03-17 18:00:00,50.0,87.0
2011-03-17 19:00:00,54.0,50.0
2011-03-17 20:00:00,37.0,54.0
2011-03-17 21:00:00,34.0,37.0
2011-03-17 22:00:00,21.0,34.0
2011-03-17 23:00:00,15.0,21.0
2011-03-18 00:00:00,9.0,15.0
2011-03-18 01:00:00,3.0,9.0
2011-03-18 02:00:00,5.0,3.0
2011-03-18 03:00:00,3.0,5.0
2011-03-18 04:00:00,1.0,2.9999999999999996
2011-03-18 05:00:00,13.0,1.0
2011-03-18 06:00:00,19.0,13.0
2011-03-18 07:00:00,31.0,19.0
2011-03-18 08:00:00,40.0,31.0
2011-03-18 09:00:00,40.0,40.0
2011-03-18 10:00:00,40.0,40.0
2011-03-18 11:00:00,54.0,40.0
2011-03-18 12:00:00,63.0,40.0
2011-03-18 13:00:00,61.0,40.0
2011-03-18 14:00:00,67.0,61.0
2011-03-18 15:00:00,89.0,67.0
2011-03-18 16:00:00,83.0,40.0
2011-03-18 17:00:00,69.0,83.0
2011-03-18 18:00:00,68.0,69.0
2011-03-18 19:00:00,61.0,68.0
2011-03-18 20:00:00,35.0,61.0
2011-03-18 21:00:00,24.0,35.0
2011-03-18 22:00:00,24.0,9.0
2011-03-18 23:00:00,17.0,23.999999999999996
2011-03-19 00:00:00,9.0,2.9999999999999996
2011-03-19 01:00:00,3.0,2.9999999999999996
2011-03-19 02:00:00,4.0,2.9999999999999996
2011-03-19 03:00:00,3.0,4.0
2011-03-19 04:00:00,2.0,2.9999999999999996
2011-03-19 05:00:00,1.0,2.0
2011-03-19 06:00:00,2.0,1.0
2011-03-19 07:00:00,19.0,2.0
2011-03-19 08:00:00,24.0,19.0
2011-03-19 09:00:00,33.0,23.999999999999996
2011-03-19 10:00:00,55.0,33.0
2011-03-19 11:00:00,55.0,55.0
2011-03-19 12:00:00,48.0,55.0
2011-03-19 13:00:00,73.0,55.0
2011-03-19 14:00:00,45.0,73.0
2011-03-19 15:00:00,56.0,45.0
2011-03-19 16:00:00,45.0,56.0
2011-03-19 17:00:00,47.0,45.0
2011-03-19 18:00:00,42.0,42.0
2011-03-19 19:00:00,27.0,27.0
2011-03-19 20:00:00,49.0,49.0
2011-03-19 21:00:00,53.0,53.0
2011-03-19 22:00:00,15.0,15.0
2011-03-19 23:00:00,15.0,15.0
2011-03-20 00:00:00,14.0,14.0
2011-03-20 01:00:00,14.0,14.0
2011-03-20 02:00:00,4.0,4.0
2011-03-20 03:00:00,10.0,10.0
2011-03-20 04:00:00,3.0,3.0
2011-03-20 05:00:00,3.0,3.0
2011-03-20 06:00:00,3.0,3.0
2011-03-20 07:00:00,15.0,15.0
2011-03-20 08:00:00,26.0,26.0
2011-03-20 09:00:00,31.0,31.0
2011-03-20 10:00:00,44.0,44.0
2011-03-20 11:00:00,60.0,60.0
2011-03-20 12:00:00,59.0,59.0
2011-03-20 13:00:00,52.0,52.0
2011-03-20 14:00:00,54.0,54.0
