timestamp,hourly_traffic_count
datetime,float
T,
2011-04-07 14:00:00,101
2011-04-07 15:00:00,84
2011-04-07 16:00:00,83
2011-04-07 17:00:00,68
2011-04-07 18:00:00,65
2011-04-07 19:00:00,51
2011-04-07 20:00:00,41
2011-04-07 21:00:00,27
2011-04-07 22:00:00,15
2011-04-07 23:00:00,12
2011-04-08 00:00:00,4
2011-04-08 01:00:00,3
2011-04-08 02:00:00,5
2011-04-08 03:00:00,1
2011-04-08 04:00:00,0
2011-04-08 05:00:00,8
2011-04-08 06:00:00,37
2011-04-08 07:00:00,113
2011-04-08 08:00:00,97
2011-04-08 09:00:00,88
2011-04-08 10:00:00,86
2011-04-08 11:00:00,108
2011-04-08 12:00:00,105
2011-04-08 13:00:00,98
2011-04-08 14:00:00,104
2011-04-08 15:00:00,119
2011-04-08 16:00:00,105
2011-04-08 17:00:00,109
2011-04-08 18:00:00,122
2011-04-08 19:00:00,91
2011-04-08 20:00:00,64
2011-04-08 21:00:00,49
2011-04-08 22:00:00,37
2011-04-08 23:00:00,17
2011-04-09 00:00:00,14
2011-04-09 01:00:00,11
2011-04-09 02:00:00,11
2011-04-09 03:00:00,2
2011-04-09 04:00:00,1
2011-04-09 05:00:00,4
2011-04-09 06:00:00,20
2011-04-09 07:00:00,47
2011-04-09 08:00:00,67
2011-04-09 09:00:00,92
2011-04-09 10:00:00,94
2011-04-09 11:00:00,122
2011-04-09 12:00:00,117
2011-04-09 13:00:00,107
2011-04-09 14:00:00,101
2011-04-09 15:00:00,104
2011-04-09 16:00:00,86
2011-04-09 17:00:00,95
2011-04-09 18:00:00,66
2011-04-09 19:00:00,53
2011-04-09 20:00:00,51
2011-04-09 21:00:00,29
2011-04-09 22:00:00,34
2011-04-09 23:00:00,13
2011-04-10 00:00:00,5
2011-04-10 01:00:00,12
2011-04-10 02:00:00,4
2011-04-10 03:00:00,0
2011-04-10 04:00:00,0
2011-04-10 05:00:00,6
2011-04-10 06:00:00,15
2011-04-10 07:00:00,30
2011-04-10 08:00:00,47
2011-04-10 09:00:00,70
2011-04-10 10:00:00,73
2011-04-10 11:00:00,83
2011-04-10 12:00:00,73
2011-04-10 13:00:00,75
2011-04-10 14:00:00,83
2011-04-10 15:00:00,69
2011-04-10 16:00:00,78
2011-04-10 17:00:00,53
2011-04-10 18:00:00,38
2011-04-10 19:00:00,45
2011-04-10 20:00:00,30
2011-04-10 21:00:00,15
2011-04-10 22:00:00,6
2011-04-10 23:00:00,10
2011-04-11 00:00:00,4
2011-04-11 01:00:00,2
2011-04-11 02:00:00,3
2011-04-11 03:00:00,0
2011-04-11 04:00:00,5
2011-04-11 05:00:00,11
2011-04-11 06:00:00,47
2011-04-11 07:00:00,82
2011-04-11 08:00:00,87
2011-04-11 09:00:00,67
2011-04-11 10:00:00,80
2011-04-11 11:00:00,85
2011-04-11 12:00:00,83
2011-04-11 13:00:00,82
2011-04-11 14:00:00,91
2011-04-11 15:00:00,85
2011-04-11 16:00:00,67
2011-04-11 17:00:00,51
2011-04-11 18:00:00,68
2011-04-11 19:00:00,58
2011-04-11 20:00:00,27
2011-04-11 21:00:00,19
2011-04-11 22:00:00,10
2011-04-11 23:00:00,9
2011-04-12 00:00:00,1
2011-04-12 01:00:00,2
2011-04-12 02:00:00,6
2011-04-12 03:00:00,2
2011-04-12 04:00:00,5
2011-04-12 05:00:00,10
2011-04-12 06:00:00,49
2011-04-12 07:00:00,79
2011-04-12 08:00:00,82
2011-04-12 09:00:00,75
2011-04-12 10:00:00,87
2011-04-12 11:00:00,79
2011-04-12 12:00:00,88
2011-04-12 13:00:00,76
2011-04-12 14:00:00,74
2011-04-12 15:00:00,90
2011-04-12 16:00:00,91
2011-04-12 17:00:00,82
2011-04-12 18:00:00,64
2011-04-12 19:00:00,43
2011-04-12 20:00:00,37
2011-04-12 21:00:00,17
2011-04-12 22:00:00,18
2011-04-12 23:00:00,7
2011-04-13 00:00:00,1
2011-04-13 01:00:00,2
2011-04-13 02:00:00,2
2011-04-13 03:00:00,1
2011-04-13 04:00:00,4
2011-04-13 05:00:00,5
2011-04-13 06:00:00,47
2011-04-13 07:00:00,83
2011-04-13 08:00:00,81
2011-04-13 09:00:00,71
2011-04-13 10:00:00,62
2011-04-13 11:00:00,105
