timestamp,hourly_traffic_count
datetime,float
T,
2011-05-10 00:00:00,1197
2011-05-10 01:00:00,672
2011-05-10 02:00:00,506
2011-05-10 03:00:00,450
2011-05-10 04:00:00,643
2011-05-10 05:00:00,1386
2011-05-10 06:00:00,3013
2011-05-10 07:00:00,4524
2011-05-10 08:00:00,5012
2011-05-10 09:00:00,4425
2011-05-10 10:00:00,4101
2011-05-10 11:00:00,4007
2011-05-10 12:00:00,4030
2011-05-10 13:00:00,4450
2011-05-10 14:00:00,5430
2011-05-10 15:00:00,5709
2011-05-10 16:00:00,5290
2011-05-10 17:00:00,3110
2011-05-10 18:00:00,5361
2011-05-10 19:00:00,4879
2011-05-10 20:00:00,4137
2011-05-10 21:00:00,3383
2011-05-10 22:00:00,2535
2011-05-10 23:00:00,2077
2011-05-11 00:00:00,1372
2011-05-11 01:00:00,804
2011-05-11 02:00:00,534
2011-05-11 03:00:00,449
2011-05-11 04:00:00,601
2011-05-11 05:00:00,1404
2011-05-11 06:00:00,3011
2011-05-11 07:00:00,4546
2011-05-11 08:00:00,5106
2011-05-11 09:00:00,4458
2011-05-11 10:00:00,4009
2011-05-11 11:00:00,3931
2011-05-11 12:00:00,3951
2011-05-11 13:00:00,4327
2011-05-11 14:00:00,5227
2011-05-11 15:00:00,5810
2011-05-11 16:00:00,5669
2011-05-11 17:00:00,5649
2011-05-11 18:00:00,5649
2011-05-11 19:00:00,4963
2011-05-11 20:00:00,4120
2011-05-11 21:00:00,3348
2011-05-11 22:00:00,2619
2011-05-11 23:00:00,2084
2011-05-12 00:00:00,1390
2011-05-12 01:00:00,844
2011-05-12 02:00:00,521
2011-05-12 03:00:00,525
2011-05-12 04:00:00,688
2011-05-12 05:00:00,1504
2011-05-12 06:00:00,2935
2011-05-12 07:00:00,4541
2011-05-12 08:00:00,5156
2011-05-12 09:00:00,4587
2011-05-12 10:00:00,4249
2011-05-12 11:00:00,4342
2011-05-12 12:00:00,4285
2011-05-12 13:00:00,4537
2011-05-12 14:00:00,5555
2011-05-12 15:00:00,5547
2011-05-12 16:00:00,5544
2011-05-12 17:00:00,5528
2011-05-12 18:00:00,5417
2011-05-12 19:00:00,4990
2011-05-12 20:00:00,4346
2011-05-12 21:00:00,3566
2011-05-12 22:00:00,2990
2011-05-12 23:00:00,2277
2011-05-13 00:00:00,1621
2011-05-13 01:00:00,943
2011-05-13 02:00:00,660
2011-05-13 03:00:00,531
2011-05-13 04:00:00,747
2011-05-13 05:00:00,1473
2011-05-13 06:00:00,3018
2011-05-13 07:00:00,4466
2011-05-13 08:00:00,5087
2011-05-13 09:00:00,4479
2011-05-13 10:00:00,4444
2011-05-13 11:00:00,4522
2011-05-13 12:00:00,4929
2011-05-13 13:00:00,5146
2011-05-13 14:00:00,5524
2011-05-13 15:00:00,5200
2011-05-13 16:00:00,4947
2011-05-13 17:00:00,5537
2011-05-13 18:00:00,5597
2011-05-13 19:00:00,5414
2011-05-13 20:00:00,4799
2011-05-13 21:00:00,3737
2011-05-13 22:00:00,3198
2011-05-13 23:00:00,2831
2011-05-14 00:00:00,2231
2011-05-14 01:00:00,1441
2011-05-14 02:00:00,979
2011-05-14 03:00:00,841
2011-05-14 04:00:00,847
2011-05-14 05:00:00,1151
2011-05-14 06:00:00,1866
2011-05-14 07:00:00,2995
2011-05-14 08:00:00,4037
2011-05-14 09:00:00,4885
2011-05-14 10:00:00,5197
2011-05-14 11:00:00,5549
2011-05-14 12:00:00,5934
2011-05-14 13:00:00,5881
2011-05-14 14:00:00,5752
2011-05-14 15:00:00,5688
2011-05-14 16:00:00,5483
2011-05-14 17:00:00,5532
2011-05-14 18:00:00,5055
2011-05-14 19:00:00,4400
2011-05-14 20:00:00,3865
2011-05-14 21:00:00,3481
2011-05-14 22:00:00,3616
2011-05-14 23:00:00,3547
2011-05-15 00:00:00,2643
2011-05-15 01:00:00,1690
2011-05-15 02:00:00,1136
2011-05-15 03:00:00,775
2011-05-15 04:00:00,770
2011-05-15 05:00:00,817
2011-05-15 06:00:00,1201
2011-05-15 07:00:00,1804
2011-05-15 08:00:00,2544
2011-05-15 09:00:00,3306
2011-05-15 10:00:00,4087
2011-05-15 11:00:00,4873
2011-05-15 12:00:00,5321
2011-05-15 13:00:00,5656
2011-05-15 14:00:00,5388
