timestamp,hourly_traffic_count
datetime,float
T,
2011-01-01 00:00:00,1062
2011-01-01 01:00:00,1463
2011-01-01 02:00:00,1976
2011-01-01 03:00:00,1581
2011-01-01 04:00:00,1167
2011-01-01 05:00:00,842
2011-01-01 06:00:00,647
2011-01-01 07:00:00,630
2011-01-01 08:00:00,782
2011-01-01 09:00:00,974
2011-01-01 10:00:00,1343
2011-01-01 11:00:00,1935
2011-01-01 12:00:00,2794
2011-01-01 13:00:00,3350
2011-01-01 14:00:00,3782
2011-01-01 15:00:00,3909
2011-01-01 16:00:00,3727
2011-01-01 17:00:00,3631
2011-01-01 18:00:00,2978
2011-01-01 19:00:00,2979
2011-01-01 20:00:00,2869
2011-01-01 21:00:00,2618
2011-01-01 22:00:00,2513
2011-01-01 23:00:00,2125
2011-01-02 00:00:00,1780
2011-01-02 01:00:00,1261
2011-01-02 02:00:00,751
2011-01-02 03:00:00,552
2011-01-02 04:00:00,356
2011-01-02 05:00:00,396
2011-01-02 06:00:00,441
2011-01-02 07:00:00,588
2011-01-02 08:00:00,894
2011-01-02 09:00:00,1221
2011-01-02 10:00:00,1762
2011-01-02 11:00:00,2602
2011-01-02 12:00:00,3147
2011-01-02 13:00:00,3744
2011-01-02 14:00:00,4144
2011-01-02 15:00:00,3933
2011-01-02 16:00:00,4028
2011-01-02 17:00:00,3797
2011-01-02 18:00:00,3552
2011-01-02 19:00:00,3495
2011-01-02 20:00:00,3514
2011-01-02 21:00:00,3308
2011-01-02 22:00:00,2289
2011-01-02 23:00:00,1697
2011-01-03 00:00:00,1346
2011-01-03 01:00:00,845
2011-01-03 02:00:00,521
2011-01-03 03:00:00,347
2011-01-03 04:00:00,361
2011-01-03 05:00:00,546
2011-01-03 06:00:00,1270
2011-01-03 07:00:00,2809
2011-01-03 08:00:00,4637
2011-01-03 09:00:00,5481
2011-01-03 10:00:00,3949
2011-01-03 11:00:00,3390
2011-01-03 12:00:00,3486
2011-01-03 13:00:00,3584
2011-01-03 14:00:00,4344
2011-01-03 15:00:00,5401
2011-01-03 16:00:00,5960
2011-01-03 17:00:00,6176
2011-01-03 18:00:00,5743
2011-01-03 19:00:00,5221
2011-01-03 20:00:00,3792
2011-01-03 21:00:00,2764
2011-01-03 22:00:00,2209
2011-01-03 23:00:00,1282
2011-01-04 00:00:00,1106
2011-01-04 01:00:00,814
2011-01-04 02:00:00,500
2011-01-04 03:00:00,400
2011-01-04 04:00:00,414
2011-01-04 05:00:00,624
2011-01-04 06:00:00,1308
2011-01-04 07:00:00,3073
2011-01-04 08:00:00,5470
2011-01-04 09:00:00,6179
2011-01-04 10:00:00,4217
2011-01-04 11:00:00,3735
2011-01-04 12:00:00,3938
2011-01-04 13:00:00,4155
2011-01-04 14:00:00,4447
2011-01-04 15:00:00,5944
2011-01-04 16:00:00,6599
2011-01-04 17:00:00,6220
2011-01-04 18:00:00,5432
2011-01-04 19:00:00,4618
2011-01-04 20:00:00,4390
2011-01-04 21:00:00,3054
2011-01-04 22:00:00,2524
2011-01-04 23:00:00,1721
2011-01-05 00:00:00,1504
2011-01-05 01:00:00,1022
2011-01-05 02:00:00,615
2011-01-05 03:00:00,489
2011-01-05 04:00:00,427
2011-01-05 05:00:00,633
2011-01-05 06:00:00,1393
2011-01-05 07:00:00,3188
2011-01-05 08:00:00,5037
2011-01-05 09:00:00,6025
2011-01-05 10:00:00,4541
2011-01-05 11:00:00,3781
2011-01-05 12:00:00,3908
2011-01-05 13:00:00,3985
2011-01-05 14:00:00,4580
2011-01-05 15:00:00,6029
2011-01-05 16:00:00,6048
2011-01-05 17:00:00,6474
2011-01-05 18:00:00,6213
2011-01-05 19:00:00,5664
2011-01-05 20:00:00,4494
2011-01-05 21:00:00,3317
2011-01-05 22:00:00,2643
2011-01-05 23:00:00,1836
2011-01-06 00:00:00,1608
2011-01-06 01:00:00,1069
2011-01-06 02:00:00,658
2011-01-06 03:00:00,505
2011-01-06 04:00:00,473
2011-01-06 05:00:00,632
2011-01-06 06:00:00,1382
2011-01-06 07:00:00,3215
2011-01-06 08:00:00,5447
2011-01-06 09:00:00,5789
2011-01-06 10:00:00,3934
2011-01-06 11:00:00,3679
2011-01-06 12:00:00,4045
2011-01-06 13:00:00,4218
2011-01-06 14:00:00,4993
