timestamp,hourly_traffic_count
datetime,float
T,
2011-08-10 00:00:00,190
2011-08-10 01:00:00,81
2011-08-10 02:00:00,66
2011-08-10 03:00:00,45
2011-08-10 04:00:00,122
2011-08-10 05:00:00,319
2011-08-10 06:00:00,851
2011-08-10 07:00:00,1267
2011-08-10 08:00:00,1164
2011-08-10 09:00:00,1154
2011-08-10 10:00:00,1084
2011-08-10 11:00:00,1227
2011-08-10 12:00:00,1278
2011-08-10 13:00:00,1243
2011-08-10 14:00:00,1569
2011-08-10 15:00:00,2248
2011-08-10 16:00:00,2559
2011-08-10 17:00:00,2896
2011-08-10 18:00:00,2144
2011-08-10 19:00:00,1370
2011-08-10 20:00:00,1008
2011-08-10 21:00:00,818
2011-08-10 22:00:00,592
2011-08-10 23:00:00,445
2011-08-11 00:00:00,201
2011-08-11 01:00:00,115
2011-08-11 02:00:00,87
2011-08-11 03:00:00,58
2011-08-11 04:00:00,111
2011-08-11 05:00:00,336
2011-08-11 06:00:00,868
2011-08-11 07:00:00,1311
2011-08-11 08:00:00,1169
2011-08-11 09:00:00,1126
2011-08-11 10:00:00,1123
2011-08-11 11:00:00,1221
2011-08-11 12:00:00,1251
2011-08-11 13:00:00,1357
2011-08-11 14:00:00,1667
2011-08-11 15:00:00,2170
2011-08-11 16:00:00,2645
2011-08-11 17:00:00,2792
2011-08-11 18:00:00,2162
2011-08-11 19:00:00,1438
2011-08-11 20:00:00,1119
2011-08-11 21:00:00,781
2011-08-11 22:00:00,601
2011-08-11 23:00:00,458
2011-08-12 00:00:00,261
2011-08-12 01:00:00,120
2011-08-12 02:00:00,92
2011-08-12 03:00:00,75
2011-08-12 04:00:00,121
2011-08-12 05:00:00,293
2011-08-12 06:00:00,813
2011-08-12 07:00:00,1264
2011-08-12 08:00:00,1181
2011-08-12 09:00:00,1156
2011-08-12 10:00:00,1135
2011-08-12 11:00:00,1298
2011-08-12 12:00:00,1397
2011-08-12 13:00:00,1489
2011-08-12 14:00:00,1902
2011-08-12 15:00:00,2342
2011-08-12 16:00:00,2631
2011-08-12 17:00:00,2827
2011-08-12 18:00:00,2073
2011-08-12 19:00:00,1410
2011-08-12 20:00:00,1005
2011-08-12 21:00:00,787
2011-08-12 22:00:00,720
2011-08-12 23:00:00,449
2011-08-13 00:00:00,353
2011-08-13 01:00:00,200
2011-08-13 02:00:00,145
2011-08-13 03:00:00,111
2011-08-13 04:00:00,106
2011-08-13 05:00:00,136
2011-08-13 06:00:00,405
2011-08-13 07:00:00,725
2011-08-13 08:00:00,862
2011-08-13 09:00:00,1077
2011-08-13 10:00:00,1271
2011-08-13 11:00:00,1421
2011-08-13 12:00:00,1452
2011-08-13 13:00:00,1514
2011-08-13 14:00:00,1461
2011-08-13 15:00:00,1409
2011-08-13 16:00:00,1402
2011-08-13 17:00:00,1383
2011-08-13 18:00:00,1175
2011-08-13 19:00:00,1006
2011-08-13 20:00:00,802
2011-08-13 21:00:00,776
2011-08-13 22:00:00,609
2011-08-13 23:00:00,542
2011-08-14 00:00:00,392
2011-08-14 01:00:00,207
2011-08-14 02:00:00,141
2011-08-14 03:00:00,116
2011-08-14 04:00:00,82
2011-08-14 05:00:00,110
2011-08-14 06:00:00,208
2011-08-14 07:00:00,337
2011-08-14 08:00:00,472
2011-08-14 09:00:00,544
2011-08-14 10:00:00,690
2011-08-14 11:00:00,892
2011-08-14 12:00:00,1086
2011-08-14 13:00:00,1150
2011-08-14 14:00:00,1128
2011-08-14 15:00:00,1107
2011-08-14 16:00:00,1008
2011-08-14 17:00:00,948
2011-08-14 18:00:00,855
2011-08-14 19:00:00,718
2011-08-14 20:00:00,635
2011-08-14 21:00:00,500
2011-08-14 22:00:00,349
2011-08-14 23:00:00,300
2011-08-15 00:00:00,163
2011-08-15 01:00:00,85
2011-08-15 02:00:00,60
2011-08-15 03:00:00,42
2011-08-15 04:00:00,91
2011-08-15 05:00:00,256
2011-08-15 06:00:00,705
2011-08-15 07:00:00,1233
2011-08-15 08:00:00,1047
2011-08-15 09:00:00,1019
2011-08-15 10:00:00,993
2011-08-15 11:00:00,1117
2011-08-15 12:00:00,1217
2011-08-15 13:00:00,1216
2011-08-15 14:00:00,1496
2011-08-15 15:00:00,1931
2011-08-15 16:00:00,2361
2011-08-15 17:00:00,2487
