jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|sensorParams|encoders|timestamp_weekend:radius,  modelParams|sensorParams|encoders|hourly_traffic_count:n,  modelParams|clParams|alpha,  modelParams|tpParams|minThreshold,  modelParams|tpParams|activationThreshold,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius,  modelParams|tpParams|pamLength,  modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius,  modelParams|sensorParams|encoders|_classifierInput|n,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[1]:window=1000:field=hourly_traffic_count,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[1]:window=1000:field=hourly_traffic_count, 
1192,  151520,  completed,  eof,  2014-08-12 14:03:45,  2014-08-12 14:04:17,  32,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00328740065399.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0898073615865,  4808,  1,  None,  0.00328740065399,  9,  12,  None,  1,  None,  28,  0.0898073615865,  25.004822526,  55.3350945516, 
1192,  151521,  completed,  eof,  2014-08-12 14:04:02,  2014-08-12 14:04:59,  57,  modelParams|sensorParams|encoders|hourly_traffic_count:n_53.modelParams|clParams|alpha_0.00530632615383.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0897141680848,  4808,  None,  53,  0.00530632615383,  10,  13,  None,  2,  None,  28,  0.0897141680848,  14.3136984977,  31.6758840793, 
1192,  151522,  completed,  eof,  2014-08-12 14:04:03,  2014-08-12 14:04:34,  31,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_4.5650312631.modelParams|clParams|alpha_0.0327387460166.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_209.modelParams|spParams|synPermInactiveDec_0.0553944000546,  4808,  None,  None,  0.0327387460166,  11,  13,  4.5650312631,  2,  None,  209,  0.0553944000546,  11.026647029,  24.4017151212, 
1192,  151523,  completed,  eof,  2014-08-12 14:04:08,  2014-08-12 14:04:39,  31,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.0039991146774.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0890686528718,  4808,  1,  None,  0.0039991146774,  9,  12,  None,  1,  None,  28,  0.0890686528718,  24.8919932497,  55.0854059699, 
1192,  151524,  completed,  eof,  2014-08-12 14:04:13,  2014-08-12 14:05:11,  58,  modelParams|sensorParams|encoders|hourly_traffic_count:n_49.modelParams|clParams|alpha_0.00463014383387.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0890224117242,  4808,  None,  49,  0.00463014383387,  10,  13,  None,  2,  None,  28,  0.0890224117242,  13.9348652856,  30.8375349333, 
1192,  151525,  completed,  eof,  2014-08-12 14:04:14,  2014-08-12 14:04:45,  31,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_4.43097218104.modelParams|clParams|alpha_0.0344455713565.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_220.modelParams|spParams|synPermInactiveDec_0.0538597437973,  4808,  None,  None,  0.0344455713565,  10,  13,  4.43097218104,  2,  None,  220,  0.0538597437973,  11.183,  24.7477206338, 
1192,  151526,  completed,  eof,  2014-08-12 14:04:15,  2014-08-12 14:04:47,  32,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00375412606458.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0904697108094,  4808,  1,  None,  0.00375412606458,  9,  12,  None,  1,  None,  28,  0.0904697108094,  24.8950132644,  55.0920891927, 
1192,  151527,  completed,  eof,  2014-08-12 14:04:16,  2014-08-12 14:05:16,  60,  modelParams|sensorParams|encoders|hourly_traffic_count:n_40.modelParams|clParams|alpha_0.00182642826957.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.091318244944,  4808,  None,  40,  0.00182642826957,  10,  12,  None,  2,  None,  28,  0.091318244944,  13.712247482,  30.344886877, 
1192,  151528,  completed,  killed,  2014-08-12 14:04:16,  2014-08-12 14:04:45,  29,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_4.32415008.modelParams|clParams|alpha_0.0348855582504.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_220.modelParams|spParams|synPermInactiveDec_0.0532126393485,  4550,  None,  None,  0.0348855582504,  11,  13,  4.32415008,  2,  None,  220,  0.0532126393485,  10.98,  24.4646955282, 
1192,  151529,  completed,  eof,  2014-08-12 14:04:17,  2014-08-12 14:04:49,  32,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.0037414662949.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0889232709706,  4808,  1,  None,  0.0037414662949,  9,  12,  None,  1,  None,  28,  0.0889232709706,  24.8704709345,  55.0377775837, 
1192,  151530,  completed,  eof,  2014-08-12 14:04:34,  2014-08-12 14:05:41,  67,  modelParams|sensorParams|encoders|hourly_traffic_count:n_58.modelParams|clParams|alpha_0.00615021912254.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_31.modelParams|spParams|synPermInactiveDec_0.0870903834943,  4808,  None,  58,  0.00615021912254,  11,  12,  None,  2,  None,  31,  0.0870903834943,  13.514005093,  29.9061810502, 
1192,  151531,  completed,  killed,  2014-08-12 14:04:40,  2014-08-12 14:04:45,  5,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_4.30194245888.modelParams|clParams|alpha_0.035563711576.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_227.modelParams|spParams|synPermInactiveDec_0.0535406151741,  700,  None,  None,  0.035563711576,  12,  12,  4.30194245888,  2,  None,  227,  0.0535406151741,  11.2889842632,  26.7918378433, 
1192,  151532,  completed,  eof,  2014-08-12 14:04:42,  2014-08-12 14:05:13,  31,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00344623150927.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.088925614929,  4808,  1,  None,  0.00344623150927,  9,  12,  None,  1,  None,  28,  0.088925614929,  24.9338036466,  55.1779314123, 
1192,  151533,  completed,  eof,  2014-08-12 14:04:45,  2014-08-12 14:05:44,  59,  modelParams|sensorParams|encoders|hourly_traffic_count:n_65.modelParams|clParams|alpha_0.00829578285515.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_36.modelParams|spParams|synPermInactiveDec_0.0851366532245,  4808,  None,  65,  0.00829578285515,  11,  14,  None,  1,  None,  36,  0.0851366532245,  13.555992024,  29.9990971585, 
1192,  151534,  completed,  eof,  2014-08-12 14:04:45,  2014-08-12 14:05:17,  32,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00431527191342.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0888130275743,  4808,  1,  None,  0.00431527191342,  9,  12,  None,  1,  None,  28,  0.0888130275743,  24.9533178247,  55.2211158376, 
1192,  151535,  completed,  eof,  2014-08-12 14:04:45,  2014-08-12 14:05:17,  32,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00404873383203.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0884039912471,  4808,  1,  None,  0.00404873383203,  9,  12,  None,  1,  None,  28,  0.0884039912471,  24.9385185604,  55.1883654076, 
1192,  151536,  completed,  eof,  2014-08-12 14:04:47,  2014-08-12 14:05:19,  32,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00433305061659.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0891317755409,  4808,  1,  None,  0.00433305061659,  9,  12,  None,  1,  None,  28,  0.0891317755409,  24.9634856614,  55.2436170253, 
1192,  151537,  completed,  eof,  2014-08-12 14:04:49,  2014-08-12 14:05:20,  31,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00399924919753.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0889112866498,  4808,  1,  None,  0.00399924919753,  9,  12,  None,  1,  None,  28,  0.0889112866498,  24.8919932497,  55.0854059699, 
1192,  151538,  completed,  eof,  2014-08-12 14:04:59,  2014-08-12 14:05:56,  57,  modelParams|sensorParams|encoders|hourly_traffic_count:n_56.modelParams|clParams|alpha_0.00644627262685.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_32.modelParams|spParams|synPermInactiveDec_0.087111388217,  4808,  None,  56,  0.00644627262685,  11,  14,  None,  1,  None,  32,  0.087111388217,  13.1256547915,  29.0467708052, 
1192,  151539,  completed,  eof,  2014-08-12 14:05:11,  2014-08-12 14:06:13,  62,  modelParams|sensorParams|encoders|hourly_traffic_count:n_59.modelParams|clParams|alpha_0.00724926208757.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_33.modelParams|spParams|synPermInactiveDec_0.0864406396974,  4808,  None,  59,  0.00724926208757,  11,  13,  None,  1,  None,  33,  0.0864406396974,  13.861345263,  30.6748368216, 
1192,  151540,  completed,  eof,  2014-08-12 14:05:14,  2014-08-12 14:05:45,  31,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00371038455629.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0889237726585,  4808,  1,  None,  0.00371038455629,  9,  12,  None,  1,  None,  28,  0.0889237726585,  24.8704709345,  55.0377775837, 
1192,  151541,  completed,  eof,  2014-08-12 14:05:17,  2014-08-12 14:06:19,  62,  modelParams|sensorParams|encoders|hourly_traffic_count:n_51.modelParams|clParams|alpha_0.00618500594877.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_30.modelParams|spParams|synPermInactiveDec_0.0876261869269,  4808,  None,  51,  0.00618500594877,  12,  14,  None,  1,  None,  30,  0.0876261869269,  12.8020065644,  28.330544756, 
1192,  151542,  completed,  eof,  2014-08-12 14:05:17,  2014-08-12 14:05:49,  32,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00377147362629.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0888252828078,  4808,  1,  None,  0.00377147362629,  9,  12,  None,  1,  None,  28,  0.0888252828078,  24.9007282594,  55.1047363445, 
1192,  151543,  completed,  eof,  2014-08-12 14:05:17,  2014-08-12 14:05:49,  32,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00405006988621.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0886538089545,  4808,  1,  None,  0.00405006988621,  9,  12,  None,  1,  None,  28,  0.0886538089545,  24.9385185604,  55.1883654076, 
1192,  151544,  completed,  eof,  2014-08-12 14:05:19,  2014-08-12 14:05:51,  32,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00382220023972.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0889634752392,  4808,  1,  None,  0.00382220023972,  9,  12,  None,  1,  None,  28,  0.0889634752392,  24.8477426395,  54.9874803919, 
1192,  151545,  completed,  eof,  2014-08-12 14:05:21,  2014-08-12 14:05:52,  31,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00377690814365.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0889210077306,  4808,  1,  None,  0.00377690814365,  9,  12,  None,  1,  None,  28,  0.0889210077306,  24.9007282594,  55.1047363445, 
1192,  151546,  completed,  eof,  2014-08-12 14:05:41,  2014-08-12 14:06:38,  57,  modelParams|sensorParams|encoders|hourly_traffic_count:n_66.modelParams|clParams|alpha_0.00811311383897.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_34.modelParams|spParams|synPermInactiveDec_0.0847591940904,  4808,  None,  66,  0.00811311383897,  11,  14,  None,  1,  None,  34,  0.0847591940904,  13.2405506069,  29.3010325903, 
1192,  151547,  completed,  eof,  2014-08-12 14:05:44,  2014-08-12 14:06:43,  59,  modelParams|sensorParams|encoders|hourly_traffic_count:n_59.modelParams|clParams|alpha_0.00687498287617.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_34.modelParams|spParams|synPermInactiveDec_0.0862963506856,  4808,  None,  59,  0.00687498287617,  11,  14,  None,  1,  None,  34,  0.0862963506856,  13.7848150784,  30.5054772914, 
1192,  151548,  completed,  eof,  2014-08-12 14:05:45,  2014-08-12 14:06:17,  32,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00380470756469.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0889229054155,  4808,  1,  None,  0.00380470756469,  9,  12,  None,  1,  None,  28,  0.0889229054155,  24.8801377777,  55.0591700844, 
1192,  151549,  completed,  eof,  2014-08-12 14:05:49,  2014-08-12 14:06:20,  31,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00372094910907.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0890710091603,  4808,  1,  None,  0.00372094910907,  9,  12,  None,  1,  None,  28,  0.0890710091603,  24.8704709345,  55.0377775837, 
1192,  151550,  completed,  eof,  2014-08-12 14:05:49,  2014-08-12 14:06:21,  32,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00370293649222.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0888324340868,  4808,  1,  None,  0.00370293649222,  9,  12,  None,  1,  None,  28,  0.0888324340868,  24.8704709345,  55.0377775837, 
1192,  151551,  completed,  eof,  2014-08-12 14:05:51,  2014-08-12 14:06:22,  31,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.0036944876455.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0889214001637,  4808,  1,  None,  0.0036944876455,  9,  12,  None,  1,  None,  28,  0.0889214001637,  24.8684363291,  55.033275049, 
1192,  151552,  completed,  killed,  2014-08-12 14:05:52,  2014-08-12 14:06:23,  31,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00375536220627.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0889584297963,  4600,  1,  None,  0.00375536220627,  9,  12,  None,  1,  None,  28,  0.0889584297963,  25.1264951184,  55.7066735803, 
1192,  151553,  completed,  eof,  2014-08-12 14:05:56,  2014-08-12 14:06:53,  57,  modelParams|sensorParams|encoders|hourly_traffic_count:n_57.modelParams|clParams|alpha_0.0067312592451.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_33.modelParams|spParams|synPermInactiveDec_0.0864606932501,  4808,  None,  57,  0.0067312592451,  11,  14,  None,  1,  None,  33,  0.0864606932501,  13.7273603805,  30.3783313722, 
1192,  151554,  completed,  eof,  2014-08-12 14:06:13,  2014-08-12 14:07:14,  61,  modelParams|sensorParams|encoders|hourly_traffic_count:n_59.modelParams|clParams|alpha_0.00718995573431.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_34.modelParams|spParams|synPermInactiveDec_0.0863851435303,  4808,  None,  59,  0.00718995573431,  12,  14,  None,  1,  None,  34,  0.0863851435303,  13.6651016573,  30.2405542563, 
1192,  151555,  completed,  killed,  2014-08-12 14:06:17,  2014-08-12 14:06:23,  6,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00382510634556.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0889557923627,  800,  1,  None,  0.00382510634556,  9,  12,  None,  1,  None,  28,  0.0889557923627,  35.0203915747,  82.2616283056, 
1192,  151556,  completed,  eof,  2014-08-12 14:06:19,  2014-08-12 14:07:17,  58,  modelParams|sensorParams|encoders|hourly_traffic_count:n_53.modelParams|clParams|alpha_0.00727465036857.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_30.modelParams|spParams|synPermInactiveDec_0.0867031724226,  4808,  None,  53,  0.00727465036857,  12,  15,  None,  1,  None,  30,  0.0867031724226,  13.8169338554,  30.5765554027, 
1192,  151557,  completed,  killed,  2014-08-12 14:06:20,  2014-08-12 14:06:23,  3,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00380045769606.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0890452722048,  200,  1,  None,  0.00380045769606,  9,  12,  None,  1,  None,  28,  0.0890452722048,  33.9350933409,  81.8853349682, 
1192,  151558,  completed,  killed,  2014-08-12 14:06:21,  2014-08-12 14:06:23,  2,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.00372468455259.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0889833142134,  150,  1,  None,  0.00372468455259,  9,  12,  None,  1,  None,  28,  0.0889833142134,  34.2564196603,  80.9805890748, 
1192,  151559,  completed,  eof,  2014-08-12 14:06:23,  2014-08-12 14:07:45,  82,  modelParams|sensorParams|encoders|hourly_traffic_count:n_272.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.5.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  4808,  None,  272,  0.05005,  11,  14,  None,  3,  3.5,  275,  0.05015,  18.29,  40.4753474374, 
1192,  151560,  completed,  eof,  2014-08-12 14:06:23,  2014-08-12 14:07:25,  62,  modelParams|sensorParams|encoders|hourly_traffic_count:n_272.modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_4.94175441358.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  4808,  None,  272,  0.05005,  11,  14,  4.94175441358,  3,  None,  275,  0.05015,  10.714,  23.7098344693, 
1192,  151581,  completed,  eof,  2014-08-12 14:06:23,  2014-08-12 14:07:30,  67,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|sensorParams|encoders|hourly_traffic_count:n_272.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  4808,  1,  272,  0.05005,  11,  14,  None,  3,  None,  275,  0.05015,  18.046,  39.9353810746, 
1192,  151602,  completed,  eof,  2014-08-12 14:06:23,  2014-08-12 14:06:57,  34,  modelParams|sensorParams|encoders|hourly_traffic_count:n_22.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.0.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  4808,  None,  22,  0.0001,  9,  12,  None,  1,  1.0,  28,  0.1,  28.8307822785,  63.801855091, 
1192,  151613,  completed,  eof,  2014-08-12 14:06:23,  2014-08-12 14:06:58,  35,  modelParams|sensorParams|encoders|hourly_traffic_count:n_22.modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_4.94175441358.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  4808,  None,  22,  0.0001,  9,  12,  4.94175441358,  1,  None,  28,  0.1,  11.3663464585,  25.1534621105, 
1192,  151614,  completed,  eof,  2014-08-12 14:06:39,  2014-08-12 14:07:37,  58,  modelParams|sensorParams|encoders|hourly_traffic_count:n_56.modelParams|clParams|alpha_0.00688920145176.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_31.modelParams|spParams|synPermInactiveDec_0.0866980174567,  4808,  None,  56,  0.00688920145176,  12,  15,  None,  1,  None,  31,  0.0866980174567,  13.4373378051,  29.7365181135, 
1192,  151615,  completed,  eof,  2014-08-12 14:06:43,  2014-08-12 14:07:43,  60,  modelParams|sensorParams|encoders|hourly_traffic_count:n_50.modelParams|clParams|alpha_0.00585652047092.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_29.modelParams|spParams|synPermInactiveDec_0.087803303941,  4808,  None,  50,  0.00585652047092,  12,  14,  None,  1,  None,  29,  0.087803303941,  13.4882366642,  29.8491561127, 
1192,  151616,  completed,  eof,  2014-08-12 14:06:53,  2014-08-12 14:07:54,  61,  modelParams|sensorParams|encoders|hourly_traffic_count:n_52.modelParams|clParams|alpha_0.00625189613082.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_30.modelParams|spParams|synPermInactiveDec_0.0874549777352,  4808,  None,  52,  0.00625189613082,  12,  14,  None,  1,  None,  30,  0.0874549777352,  13.9135158413,  30.7902891061, 
1192,  151617,  completed,  eof,  2014-08-12 14:06:57,  2014-08-12 14:07:32,  35,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|sensorParams|encoders|hourly_traffic_count:n_22.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  4808,  1,  22,  0.0001,  9,  12,  None,  1,  None,  28,  0.1,  31.3629500717,  69.4054839153, 
1192,  151618,  completed,  killed,  2014-08-12 14:06:58,  2014-08-12 14:08:15,  77,  modelParams|sensorParams|encoders|hourly_traffic_count:n_521.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_6.0.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  3000,  None,  521,  0.1,  12,  16,  None,  5,  6.0,  521,  0.0003,  16.861,  35.3472673529, 
1192,  151619,  completed,  eof,  2014-08-12 14:07:14,  2014-08-12 14:08:15,  61,  modelParams|sensorParams|encoders|hourly_traffic_count:n_53.modelParams|clParams|alpha_0.00628144308419.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_30.modelParams|spParams|synPermInactiveDec_0.0874628106672,  4808,  None,  53,  0.00628144308419,  12,  15,  None,  1,  None,  30,  0.0874628106672,  14.1043723622,  31.2126501776, 
