jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|sensorParams|encoders|timestamp_weekend:radius,  modelParams|sensorParams|encoders|hourly_traffic_count:n,  modelParams|clParams|alpha,  modelParams|tpParams|minThreshold,  modelParams|tpParams|activationThreshold,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius,  modelParams|tpParams|pamLength,  modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius,  modelParams|sensorParams|encoders|_classifierInput|n,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[1]:window=1000:field=hourly_traffic_count,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[1]:window=1000:field=hourly_traffic_count, 
1160,  124268,  completed,  eof,  2014-08-12 09:09:47,  2014-08-12 09:10:16,  29,  modelParams|sensorParams|encoders|hourly_traffic_count:n_272.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  2232,  None,  272,  0.05005,  11,  14,  None,  3,  None,  275,  0.05015,  612.274071432,  17.1792722008, 
1160,  124359,  completed,  eof,  2014-08-12 09:09:47,  2014-08-12 09:10:06,  19,  modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.5.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  2232,  None,  None,  0.05005,  11,  14,  None,  3,  3.5,  275,  0.05015,  574.641669917,  16.1233769745, 
1160,  124440,  completed,  eof,  2014-08-12 09:09:47,  2014-08-12 09:10:03,  16,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_6.25.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  2232,  None,  None,  0.05005,  11,  14,  6.25,  3,  None,  275,  0.05015,  385.790399453,  10.8245614079, 
1160,  124511,  completed,  eof,  2014-08-12 09:09:48,  2014-08-12 09:10:05,  17,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  2232,  1,  None,  0.05005,  11,  14,  None,  3,  None,  275,  0.05015,  1520.07994986,  42.6506174998, 
1160,  124572,  completed,  eof,  2014-08-12 09:09:48,  2014-08-12 09:10:05,  17,  modelParams|sensorParams|encoders|hourly_traffic_count:n_22.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  2232,  None,  22,  0.0001,  9,  12,  None,  1,  None,  28,  0.1,  766.372724562,  21.5029939316, 
1160,  124623,  completed,  eof,  2014-08-12 09:09:48,  2014-08-12 09:10:04,  16,  modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.0.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  2232,  None,  None,  0.0001,  9,  12,  None,  1,  1.0,  28,  0.1,  1029.59611999,  28.8885530638, 
1160,  124664,  completed,  eof,  2014-08-12 09:09:48,  2014-08-12 09:10:09,  21,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  2232,  None,  None,  0.0001,  9,  12,  0.5,  1,  None,  28,  0.1,  427.159567826,  11.9853033653, 
1160,  124695,  completed,  eof,  2014-08-12 09:09:49,  2014-08-12 09:10:04,  15,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  2232,  1,  None,  0.0001,  9,  12,  None,  1,  None,  28,  0.1,  1663.21275137,  46.6666578201, 
1160,  124716,  completed,  eof,  2014-08-12 09:09:49,  2014-08-12 09:10:33,  44,  modelParams|sensorParams|encoders|hourly_traffic_count:n_521.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  2232,  None,  521,  0.1,  12,  16,  None,  5,  None,  521,  0.0003,  620.565478733,  17.4119136756, 
1160,  124727,  completed,  eof,  2014-08-12 09:09:49,  2014-08-12 09:10:22,  33,  modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_6.0.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  2232,  None,  None,  0.1,  12,  16,  None,  5,  6.0,  521,  0.0003,  1175.48981588,  32.9820589478, 
