jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|sensorParams|encoders|timestamp_weekend:radius,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius,  modelParams|sensorParams|encoders|hourly_traffic_count1:n,  modelParams|clParams|alpha,  modelParams|tpParams|minThreshold,  modelParams|tpParams|activationThreshold,  modelParams|sensorParams|encoders|hourly_traffic_count2:n,  modelParams|tpParams|pamLength,  modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius,  modelParams|sensorParams|encoders|_classifierInput|n,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[1]:window=1000:field=hourly_traffic_count1,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[1]:window=1000:field=hourly_traffic_count1, 
1015,  3708,  completed,  eof,  2014-08-07 19:33:21,  2014-08-07 19:34:26,  65,  modelParams|sensorParams|encoders|hourly_traffic_count1:n_272.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  1584,  None,  None,  272,  0.05005,  11,  14,  None,  3,  None,  275,  0.05015,  556.171970952,  15.3748243486, 
1015,  3759,  completed,  eof,  2014-08-07 19:33:22,  2014-08-07 19:34:21,  59,  modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|sensorParams|encoders|hourly_traffic_count2:n_272.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015.modelParams|tpParams|pamLength_3,  1584,  None,  None,  None,  0.05005,  11,  14,  272,  3,  None,  275,  0.05015,  616.731295767,  17.0489270189, 
1015,  3800,  completed,  eof,  2014-08-07 19:33:23,  2014-08-07 19:34:03,  40,  modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.5.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  1584,  None,  None,  None,  0.05005,  11,  14,  None,  3,  3.5,  275,  0.05015,  534.796726341,  14.7839268413, 
1015,  3831,  completed,  eof,  2014-08-07 19:33:25,  2014-08-07 19:34:01,  36,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_6.25.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  1584,  None,  6.25,  None,  0.05005,  11,  14,  None,  3,  None,  275,  0.05015,  473.95754672,  13.1020878615, 
1015,  3852,  completed,  eof,  2014-08-07 19:33:27,  2014-08-07 19:34:04,  37,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  1584,  1,  None,  None,  0.05005,  11,  14,  None,  3,  None,  275,  0.05015,  902.066461417,  24.9367356132, 
1015,  3864,  completed,  eof,  2014-08-07 19:33:30,  2014-08-07 19:34:06,  36,  modelParams|sensorParams|encoders|hourly_traffic_count1:n_22.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  1584,  None,  None,  22,  0.0001,  9,  12,  None,  1,  None,  28,  0.1,  652.049856514,  18.0252737176, 
1015,  3869,  completed,  eof,  2014-08-07 19:34:02,  2014-08-07 19:34:40,  38,  modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|sensorParams|encoders|hourly_traffic_count2:n_22.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1.modelParams|tpParams|pamLength_1,  1584,  None,  None,  None,  0.0001,  9,  12,  22,  1,  None,  28,  0.1,  937.809310354,  25.9248113394, 
1015,  3870,  completed,  eof,  2014-08-07 19:34:04,  2014-08-07 19:34:40,  36,  modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.0.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  1584,  None,  None,  None,  0.0001,  9,  12,  None,  1,  1.0,  28,  0.1,  699.301748562,  19.3315055637, 
1015,  3881,  completed,  eof,  2014-08-07 19:34:07,  2014-08-07 19:34:57,  50,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  1584,  None,  0.5,  None,  0.0001,  9,  12,  None,  1,  None,  28,  0.1,  442.294282055,  12.2267882097, 
1015,  3892,  completed,  eof,  2014-08-07 19:34:10,  2014-08-07 19:34:42,  32,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  1584,  1,  None,  None,  0.0001,  9,  12,  None,  1,  None,  28,  0.1,  917.236436404,  25.3560945758, 
1015,  3893,  completed,  eof,  2014-08-07 19:34:22,  2014-08-07 19:35:46,  84,  modelParams|sensorParams|encoders|hourly_traffic_count1:n_521.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  1584,  None,  None,  521,  0.1,  12,  16,  None,  5,  None,  521,  0.0003,  556.689349132,  15.389126757, 
1015,  3895,  completed,  eof,  2014-08-07 19:34:27,  2014-08-07 19:35:46,  79,  modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|sensorParams|encoders|hourly_traffic_count2:n_521.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003.modelParams|tpParams|pamLength_5,  1584,  None,  None,  None,  0.1,  12,  16,  521,  5,  None,  521,  0.0003,  603.671718224,  16.6879079074, 
1015,  3898,  completed,  eof,  2014-08-07 19:34:41,  2014-08-07 19:35:46,  65,  modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_6.0.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  1584,  None,  None,  None,  0.1,  12,  16,  None,  5,  6.0,  521,  0.0003,  914.614054848,  25.28360143, 
1015,  3909,  completed,  eof,  2014-08-07 19:34:43,  2014-08-07 19:35:25,  42,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_12.0.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  1584,  None,  12.0,  None,  0.1,  12,  16,  None,  5,  None,  521,  0.0003,  490.943681889,  13.5716527771, 
1015,  3920,  completed,  eof,  2014-08-07 19:34:47,  2014-08-07 19:35:28,  41,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  1584,  1,  None,  None,  0.1,  12,  16,  None,  5,  None,  521,  0.0003,  873.457611064,  24.1458722256, 
1015,  3923,  completed,  eof,  2014-08-07 19:34:58,  2014-08-07 19:35:52,  54,  modelParams|sensorParams|encoders|hourly_traffic_count1:n_147.modelParams|clParams|alpha_0.025075.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_151.modelParams|spParams|synPermInactiveDec_0.075075,  1584,  None,  None,  147,  0.025075,  10,  13,  None,  2,  None,  151,  0.075075,  525.813917198,  14.5356059622, 
1015,  3926,  completed,  eof,  2014-08-07 19:35:26,  2014-08-07 19:36:17,  51,  modelParams|clParams|alpha_0.025075.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|sensorParams|encoders|hourly_traffic_count2:n_147.modelParams|sensorParams|encoders|_classifierInput|n_151.modelParams|spParams|synPermInactiveDec_0.075075.modelParams|tpParams|pamLength_2,  1584,  None,  None,  None,  0.025075,  10,  13,  147,  2,  None,  151,  0.075075,  611.491421338,  16.90407587, 
1015,  3927,  completed,  eof,  2014-08-07 19:35:29,  2014-08-07 19:36:09,  40,  modelParams|clParams|alpha_0.025075.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_4.75.modelParams|sensorParams|encoders|_classifierInput|n_151.modelParams|spParams|synPermInactiveDec_0.075075,  1584,  None,  None,  None,  0.025075,  10,  13,  None,  2,  4.75,  151,  0.075075,  703.472094817,  19.4467906634, 
1015,  3929,  completed,  eof,  2014-08-07 19:35:46,  2014-08-07 19:36:23,  37,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_9.125.modelParams|clParams|alpha_0.025075.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_151.modelParams|spParams|synPermInactiveDec_0.075075,  1584,  None,  9.125,  None,  0.025075,  10,  13,  None,  2,  None,  151,  0.075075,  491.955221087,  13.5996157783, 
1015,  3951,  completed,  eof,  2014-08-07 19:35:49,  2014-08-07 19:36:23,  34,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.025075.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_151.modelParams|spParams|synPermInactiveDec_0.075075,  1584,  1,  None,  None,  0.025075,  10,  13,  None,  2,  None,  151,  0.075075,  906.003210331,  25.0455631453, 
1015,  3962,  completed,  eof,  2014-08-07 19:35:52,  2014-08-07 19:37:04,  72,  modelParams|sensorParams|encoders|hourly_traffic_count1:n_396.modelParams|clParams|alpha_0.075025.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|spParams|synPermInactiveDec_0.025225,  1584,  None,  None,  396,  0.075025,  11,  15,  None,  4,  None,  398,  0.025225,  542.869268651,  15.0070842935, 
1015,  3964,  completed,  eof,  2014-08-07 19:35:53,  2014-08-07 19:36:59,  66,  modelParams|clParams|alpha_0.075025.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|sensorParams|encoders|hourly_traffic_count2:n_396.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|spParams|synPermInactiveDec_0.025225.modelParams|tpParams|pamLength_4,  1584,  None,  None,  None,  0.075025,  11,  15,  396,  4,  None,  398,  0.025225,  611.761697072,  16.9115473755, 
1015,  3967,  completed,  eof,  2014-08-07 19:36:10,  2014-08-07 19:36:50,  40,  modelParams|clParams|alpha_0.075025.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.25.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|spParams|synPermInactiveDec_0.025225,  1584,  None,  None,  None,  0.075025,  11,  15,  None,  4,  2.25,  398,  0.025225,  545.132089217,  15.0696377312, 
1015,  3968,  completed,  eof,  2014-08-07 19:36:18,  2014-08-07 19:36:53,  35,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_3.375.modelParams|clParams|alpha_0.075025.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|spParams|synPermInactiveDec_0.025225,  1584,  None,  3.375,  None,  0.075025,  11,  15,  None,  4,  None,  398,  0.025225,  516.091333044,  14.2668347343, 
1015,  3970,  completed,  eof,  2014-08-07 19:36:24,  2014-08-07 19:37:02,  38,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.075025.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|spParams|synPermInactiveDec_0.025225,  1584,  1,  None,  None,  0.075025,  11,  15,  None,  4,  None,  398,  0.025225,  875.069964321,  24.1904441376, 
1015,  3981,  completed,  eof,  2014-08-07 19:36:27,  2014-08-07 19:37:22,  55,  modelParams|sensorParams|encoders|hourly_traffic_count1:n_195.modelParams|clParams|alpha_0.0328351247259.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_190.modelParams|spParams|synPermInactiveDec_0.0801133922224,  1584,  None,  None,  195,  0.0328351247259,  10,  13,  None,  2,  None,  190,  0.0801133922224,  535.561986336,  14.8050816973, 
1015,  3986,  completed,  eof,  2014-08-07 19:36:51,  2014-08-07 19:38:07,  76,  modelParams|clParams|alpha_0.0955047148893.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|sensorParams|encoders|hourly_traffic_count2:n_515.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0146608434444.modelParams|tpParams|pamLength_5,  1584,  None,  None,  None,  0.0955047148893,  12,  16,  515,  5,  None,  521,  0.0146608434444,  603.993449818,  16.6968018593, 
1015,  3988,  completed,  eof,  2014-08-07 19:36:54,  2014-08-07 19:37:36,  42,  modelParams|clParams|alpha_0.055045.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.75.modelParams|sensorParams|encoders|_classifierInput|n_299.modelParams|spParams|synPermInactiveDec_0.055135,  1584,  None,  None,  None,  0.055045,  11,  14,  None,  3,  3.75,  299,  0.055135,  550.30364827,  15.212600369, 
1015,  3989,  completed,  eof,  2014-08-07 19:37:00,  2014-08-07 19:37:37,  37,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.16747526299.modelParams|clParams|alpha_0.0106252494518.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_82.modelParams|spParams|synPermInactiveDec_0.1,  1584,  None,  2.16747526299,  None,  0.0106252494518,  9,  13,  None,  2,  None,  82,  0.1,  508.839712018,  14.0663708394, 
1015,  3990,  completed,  eof,  2014-08-07 19:37:03,  2014-08-07 19:37:44,  41,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_499.modelParams|spParams|synPermInactiveDec_0.0108953587824,  1584,  1,  None,  None,  0.1,  12,  16,  None,  5,  None,  499,  0.0108953587824,  863.864362223,  23.8806763446, 
1015,  3991,  completed,  eof,  2014-08-07 19:37:05,  2014-08-07 19:38:02,  57,  modelParams|sensorParams|encoders|hourly_traffic_count1:n_98.modelParams|clParams|alpha_0.0273048752741.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_161.modelParams|spParams|synPermInactiveDec_0.0700366077776,  1584,  None,  None,  98,  0.0273048752741,  10,  13,  None,  2,  None,  161,  0.0700366077776,  545.448516366,  15.078385047, 
1015,  3993,  completed,  eof,  2014-08-07 19:37:23,  2014-08-07 19:38:37,  74,  modelParams|clParams|alpha_0.0760244297787.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|sensorParams|encoders|hourly_traffic_count2:n_436.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0140666868888.modelParams|tpParams|pamLength_4,  1584,  None,  None,  None,  0.0760244297787,  12,  16,  436,  4,  None,  521,  0.0140666868888,  623.182576972,  17.2272663106, 
1015,  3994,  completed,  eof,  2014-08-07 19:37:37,  2014-08-07 19:38:17,  40,  modelParams|clParams|alpha_0.0355647148893.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.77979721944.modelParams|sensorParams|encoders|_classifierInput|n_270.modelParams|spParams|synPermInactiveDec_0.0550282155552,  1584,  None,  None,  None,  0.0355647148893,  11,  14,  None,  2,  2.77979721944,  270,  0.0550282155552,  566.046768427,  15.6478033634, 
1015,  3996,  completed,  eof,  2014-08-07 19:37:40,  2014-08-07 19:38:31,  51,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_53.modelParams|spParams|synPermInactiveDec_0.095015,  1584,  None,  0.5,  None,  0.0001,  9,  12,  None,  1,  None,  53,  0.095015,  453.637884817,  12.5403708946, 
1015,  3999,  completed,  eof,  2014-08-07 19:37:45,  2014-08-07 19:38:25,  40,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.086015171562.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_434.modelParams|spParams|synPermInactiveDec_0.0159386237054,  1584,  1,  None,  None,  0.086015171562,  12,  16,  None,  5,  None,  434,  0.0159386237054,  879.156738652,  24.3034189741, 
1015,  4002,  completed,  eof,  2014-08-07 19:38:03,  2014-08-07 19:39:01,  58,  modelParams|sensorParams|encoders|hourly_traffic_count1:n_193.modelParams|clParams|alpha_0.0383653741777.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_220.modelParams|spParams|synPermInactiveDec_0.0802201766672,  1584,  None,  None,  193,  0.0383653741777,  10,  13,  None,  2,  None,  220,  0.0802201766672,  554.808364504,  15.3371287963, 
1015,  4003,  completed,  eof,  2014-08-07 19:38:08,  2014-08-07 19:39:24,  76,  modelParams|clParams|alpha_0.095005.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|sensorParams|encoders|hourly_traffic_count2:n_521.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.005285.modelParams|tpParams|pamLength_5,  1584,  None,  None,  None,  0.095005,  12,  16,  521,  5,  None,  521,  0.005285,  623.199730092,  17.2277404916, 
1015,  4004,  completed,  eof,  2014-08-07 19:38:18,  2014-08-07 19:38:59,  41,  modelParams|clParams|alpha_0.0545452851107.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_4.22020278056.modelParams|sensorParams|encoders|_classifierInput|n_329.modelParams|spParams|synPermInactiveDec_0.0452717844448,  1584,  None,  None,  None,  0.0545452851107,  11,  14,  None,  3,  4.22020278056,  329,  0.0452717844448,  536.989077233,  14.8445322145, 
1015,  4006,  completed,  eof,  2014-08-07 19:38:26,  2014-08-07 19:39:01,  35,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_2.10995052598.modelParams|clParams|alpha_0.00616549890357.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_112.modelParams|spParams|synPermInactiveDec_0.1,  1584,  None,  2.10995052598,  None,  0.00616549890357,  9,  12,  None,  2,  None,  112,  0.1,  508.611583748,  14.0600644589, 
1015,  4007,  completed,  eof,  2014-08-07 19:38:32,  2014-08-07 19:39:12,  40,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0146879061405,  1584,  1,  None,  None,  0.1,  12,  16,  None,  5,  None,  521,  0.0146879061405,  873.457611064,  24.1458722256, 
1015,  4011,  completed,  eof,  2014-08-07 19:38:39,  2014-08-07 19:39:33,  54,  modelParams|sensorParams|encoders|hourly_traffic_count1:n_122.modelParams|clParams|alpha_0.02008.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_127.modelParams|spParams|synPermInactiveDec_0.07009,  1584,  None,  None,  122,  0.02008,  10,  13,  None,  2,  None,  127,  0.07009,  540.984187696,  14.954973094, 
1015,  4014,  completed,  eof,  2014-08-07 19:39:00,  2014-08-07 19:40:15,  75,  modelParams|clParams|alpha_0.080769572334.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|sensorParams|encoders|hourly_traffic_count2:n_451.modelParams|sensorParams|encoders|_classifierInput|n_497.modelParams|spParams|synPermInactiveDec_0.00937876516661.modelParams|tpParams|pamLength_5,  1584,  None,  None,  None,  0.080769572334,  12,  16,  451,  5,  None,  497,  0.00937876516661,  624.045335314,  17.2511164121, 
1015,  4015,  completed,  eof,  2014-08-07 19:39:02,  2014-08-07 19:39:41,  39,  modelParams|clParams|alpha_0.0403098574447.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.48510139028.modelParams|sensorParams|encoders|_classifierInput|n_236.modelParams|spParams|synPermInactiveDec_0.0550816077776,  1584,  None,  None,  None,  0.0403098574447,  11,  14,  None,  3,  3.48510139028,  236,  0.0550816077776,  525.60030772,  14.5297009393, 
1015,  4016,  completed,  eof,  2014-08-07 19:39:05,  2014-08-07 19:39:48,  43,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.56371289448.modelParams|clParams|alpha_0.00786012472589.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0950683922224,  1584,  None,  1.56371289448,  None,  0.00786012472589,  9,  12,  None,  1,  None,  28,  0.0950683922224,  478.445036186,  13.2261400718, 
1015,  4018,  completed,  eof,  2014-08-07 19:39:13,  2014-08-07 19:39:53,  40,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.0982526286715.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_409.modelParams|spParams|synPermInactiveDec_0.0131334443142,  1584,  1,  None,  None,  0.0982526286715,  12,  16,  None,  5,  None,  409,  0.0131334443142,  865.660648095,  23.9303328918, 
1015,  4021,  completed,  eof,  2014-08-07 19:39:25,  2014-08-07 19:40:23,  58,  modelParams|sensorParams|encoders|hourly_traffic_count1:n_170.modelParams|clParams|alpha_0.0356002494518.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_205.modelParams|spParams|synPermInactiveDec_0.0801667844448,  1584,  None,  None,  170,  0.0356002494518,  9,  13,  None,  2,  None,  205,  0.0801667844448,  550.61592196,  15.2212328665, 
1015,  4024,  completed,  eof,  2014-08-07 19:39:34,  2014-08-07 19:40:50,  76,  modelParams|clParams|alpha_0.0902598574447.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_16.modelParams|sensorParams|encoders|hourly_traffic_count2:n_481.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0099729217222.modelParams|tpParams|pamLength_5,  1584,  None,  None,  None,  0.0902598574447,  11,  16,  481,  5,  None,  521,  0.0099729217222,  615.485358285,  17.0144843088, 
1015,  4025,  completed,  eof,  2014-08-07 19:39:42,  2014-08-07 19:40:23,  41,  modelParams|clParams|alpha_0.0419105851826.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.50280214709.modelParams|sensorParams|encoders|_classifierInput|n_280.modelParams|spParams|synPermInactiveDec_0.0501605640722,  1584,  None,  None,  None,  0.0419105851826,  10,  14,  None,  3,  3.50280214709,  280,  0.0501605640722,  533.796967679,  14.7562895013, 
1015,  4026,  completed,  eof,  2014-08-07 19:39:49,  2014-08-07 19:40:41,  52,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|clParams|alpha_0.0133903741777.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_97.modelParams|spParams|synPermInactiveDec_0.1,  1584,  None,  0.5,  None,  0.0133903741777,  9,  12,  None,  1,  None,  97,  0.1,  474.33622511,  13.1125560513, 
1015,  4027,  completed,  eof,  2014-08-07 19:39:54,  2014-08-07 19:40:35,  41,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_504.modelParams|spParams|synPermInactiveDec_0.0174930855317,  1584,  1,  None,  None,  0.1,  11,  16,  None,  5,  None,  504,  0.0174930855317,  858.824903384,  23.7413654866, 
1015,  4029,  completed,  killed,  2014-08-07 19:40:15,  2014-08-07 19:40:24,  9,  modelParams|sensorParams|encoders|hourly_traffic_count1:n_137.modelParams|clParams|alpha_0.0216304488594.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_135.modelParams|spParams|synPermInactiveDec_0.0825550552388,  200,  None,  None,  137,  0.0216304488594,  9,  13,  None,  2,  None,  135,  0.0825550552388,  508.163011761,  14.3662055732, 
