jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|sensorParams|encoders|timestamp_weekend:radius,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius,  modelParams|sensorParams|encoders|hourly_traffic_count1:n,  modelParams|clParams|alpha,  modelParams|tpParams|minThreshold,  modelParams|tpParams|activationThreshold,  modelParams|sensorParams|encoders|hourly_traffic_count2:n,  modelParams|tpParams|pamLength,  modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius,  modelParams|sensorParams|encoders|_classifierInput|n,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[1]:window=1000:field=hourly_traffic_count1,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[1]:window=1000:field=hourly_traffic_count1, 
1015,  4238,  completed,  eof,  2014-08-07 19:45:41,  2014-08-07 19:46:29,  48,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.822002473701.modelParams|clParams|alpha_0.0395247505482.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.2553552881.modelParams|sensorParams|encoders|_classifierInput|n_304.modelParams|spParams|synPermInactiveDec_0.0611401772453,  1584,  None,  0.822002473701,  None,  0.0395247505482,  11,  13,  None,  2,  3.2553552881,  304,  0.0611401772453,  421.688446618,  11.6571602584, 
1015,  4239,  completed,  eof,  2014-08-07 19:46:00,  2014-08-07 19:46:40,  40,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.752997526299.modelParams|sensorParams|encoders|hourly_traffic_count1:n_213.modelParams|clParams|alpha_0.0247743163619.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_169.modelParams|spParams|synPermInactiveDec_0.071052234132,  1584,  None,  0.752997526299,  213,  0.0247743163619,  10,  13,  None,  2,  None,  169,  0.071052234132,  433.294983068,  11.9780114852, 
1015,  4241,  completed,  eof,  2014-08-07 19:46:08,  2014-08-07 19:46:39,  31,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.21875.modelParams|clParams|alpha_0.00616549890357.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|sensorParams|encoders|hourly_traffic_count2:n_38.modelParams|sensorParams|encoders|_classifierInput|n_112.modelParams|spParams|synPermInactiveDec_0.1.modelParams|tpParams|pamLength_2,  1584,  None,  1.21875,  None,  0.00616549890357,  9,  12,  38,  2,  None,  112,  0.1,  497.198804685,  13.7445694635, 
1015,  4242,  completed,  eof,  2014-08-07 19:46:13,  2014-08-07 19:46:45,  32,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.33518811843.modelParams|clParams|alpha_0.0650172245066.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.99518024071.modelParams|sensorParams|encoders|_classifierInput|n_320.modelParams|spParams|synPermInactiveDec_0.0435443050302,  1584,  None,  1.33518811843,  None,  0.0650172245066,  11,  14,  None,  3,  3.99518024071,  320,  0.0435443050302,  424.779965178,  11.7426222329, 
1015,  4243,  completed,  eof,  2014-08-07 19:46:14,  2014-08-07 19:46:49,  35,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|sensorParams|encoders|hourly_traffic_count1:n_87.modelParams|clParams|alpha_0.0273180393998.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_154.modelParams|spParams|synPermInactiveDec_0.0683463996897,  1584,  None,  0.5,  87,  0.0273180393998,  10,  13,  None,  2,  None,  154,  0.0683463996897,  374.735218475,  10.3591846807, 
1015,  4245,  completed,  eof,  2014-08-07 19:46:26,  2014-08-07 19:46:55,  29,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.964052021398.modelParams|clParams|alpha_0.00786012472589.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|sensorParams|encoders|hourly_traffic_count2:n_22.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.0950683922224.modelParams|tpParams|pamLength_1,  1584,  None,  0.964052021398,  None,  0.00786012472589,  9,  12,  22,  1,  None,  28,  0.0950683922224,  478.185294512,  13.21895977, 
1015,  4246,  completed,  eof,  2014-08-07 19:46:29,  2014-08-07 19:46:58,  29,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.938440592127.modelParams|clParams|alpha_0.0467318503289.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.49785788476.modelParams|sensorParams|encoders|_classifierInput|n_277.modelParams|spParams|synPermInactiveDec_0.0625220708981,  1584,  None,  0.938440592127,  None,  0.0467318503289,  11,  14,  None,  3,  3.49785788476,  277,  0.0625220708981,  428.451091515,  11.8441068915, 
1015,  4247,  completed,  eof,  2014-08-07 19:46:39,  2014-08-07 19:47:09,  30,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|sensorParams|encoders|hourly_traffic_count1:n_165.modelParams|clParams|alpha_0.0337775836411.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_198.modelParams|spParams|synPermInactiveDec_0.0723112224444,  1584,  None,  0.5,  165,  0.0337775836411,  10,  13,  None,  2,  None,  198,  0.0723112224444,  404.396549057,  11.1791428437, 
1015,  4248,  completed,  eof,  2014-08-07 19:46:40,  2014-08-07 19:47:05,  25,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.51275237012.modelParams|clParams|alpha_0.0133903741777.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|sensorParams|encoders|hourly_traffic_count2:n_22.modelParams|sensorParams|encoders|_classifierInput|n_97.modelParams|spParams|synPermInactiveDec_0.1.modelParams|tpParams|pamLength_1,  1584,  None,  1.51275237012,  None,  0.0133903741777,  9,  12,  22,  1,  None,  97,  0.1,  471.60198004,  13.0369705492, 
1015,  4249,  completed,  eof,  2014-08-07 19:46:45,  2014-08-07 19:47:11,  26,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.938440592127.modelParams|clParams|alpha_0.0622520997807.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_4.00321317286.modelParams|sensorParams|encoders|_classifierInput|n_322.modelParams|spParams|synPermInactiveDec_0.0465468936528,  1584,  None,  0.938440592127,  None,  0.0622520997807,  10,  14,  None,  3,  4.00321317286,  322,  0.0465468936528,  467.114197681,  12.9129102421, 
1015,  4250,  completed,  eof,  2014-08-07 19:46:49,  2014-08-07 19:47:15,  26,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.672496907873.modelParams|sensorParams|encoders|hourly_traffic_count1:n_117.modelParams|clParams|alpha_0.0266070535095.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_158.modelParams|spParams|synPermInactiveDec_0.0680011392224,  1584,  None,  0.672496907873,  117,  0.0266070535095,  10,  13,  None,  2,  None,  158,  0.0680011392224,  379.278593061,  10.4847817799, 
1015,  4251,  completed,  killed,  2014-08-07 19:46:55,  2014-08-07 19:47:05,  10,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.10030762135.modelParams|clParams|alpha_0.000378369110228.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|sensorParams|encoders|hourly_traffic_count2:n_25.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1.modelParams|tpParams|pamLength_1,  550,  None,  1.10030762135,  None,  0.000378369110228,  9,  12,  25,  1,  None,  28,  0.1,  444.618650409,  12.2615591032, 
1015,  4252,  completed,  eof,  2014-08-07 19:46:58,  2014-08-07 19:47:25,  27,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.2546875.modelParams|clParams|alpha_0.05629375.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.8125.modelParams|sensorParams|encoders|_classifierInput|n_305.modelParams|spParams|synPermInactiveDec_0.05638125,  1584,  None,  1.2546875,  None,  0.05629375,  11,  14,  None,  3,  3.8125,  305,  0.05638125,  444.612856306,  12.2908829029, 
1015,  4253,  completed,  eof,  2014-08-07 19:47:05,  2014-08-07 19:47:34,  29,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|sensorParams|encoders|hourly_traffic_count1:n_111.modelParams|clParams|alpha_0.0349325724141.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_191.modelParams|spParams|synPermInactiveDec_0.0621912962091,  1584,  None,  0.5,  111,  0.0349325724141,  10,  13,  None,  2,  None,  191,  0.0621912962091,  389.948750136,  10.7797477245, 
1015,  4254,  completed,  eof,  2014-08-07 19:47:06,  2014-08-07 19:47:30,  24,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.22387029527.modelParams|clParams|alpha_0.0631828522813.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_4.314898408.modelParams|sensorParams|encoders|_classifierInput|n_368.modelParams|spParams|synPermInactiveDec_0.0461434576262,  1584,  None,  1.22387029527,  None,  0.0631828522813,  12,  15,  None,  4,  4.314898408,  368,  0.0461434576262,  452.573283407,  12.510941041, 
1015,  4255,  completed,  eof,  2014-08-07 19:47:09,  2014-08-07 19:47:40,  31,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|sensorParams|encoders|hourly_traffic_count1:n_24.modelParams|clParams|alpha_0.00869140831307.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_66.modelParams|spParams|synPermInactiveDec_0.0863604164057,  1584,  None,  0.5,  24,  0.00869140831307,  10,  13,  None,  1,  None,  66,  0.0863604164057,  487.142775639,  13.4665804811, 
1015,  4256,  completed,  eof,  2014-08-07 19:47:12,  2014-08-07 19:47:39,  27,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.30591977118.modelParams|clParams|alpha_0.0474033879907.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.24826985585.modelParams|sensorParams|encoders|_classifierInput|n_248.modelParams|spParams|synPermInactiveDec_0.0645498038866,  1584,  None,  1.30591977118,  None,  0.0474033879907,  11,  14,  None,  3,  3.24826985585,  248,  0.0645498038866,  380.522219446,  10.5191606019, 
1015,  4257,  completed,  eof,  2014-08-07 19:47:15,  2014-08-07 19:47:42,  27,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|sensorParams|encoders|hourly_traffic_count1:n_72.modelParams|clParams|alpha_0.0278787992498.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_155.modelParams|spParams|synPermInactiveDec_0.0666642496122,  1584,  None,  0.5,  72,  0.0278787992498,  10,  13,  None,  2,  None,  155,  0.0666642496122,  427.374632772,  11.8143492537, 
1015,  4258,  completed,  eof,  2014-08-07 19:47:25,  2014-08-07 19:47:53,  28,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.27510256645.modelParams|clParams|alpha_0.0595388163578.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.43750458866.modelParams|sensorParams|encoders|_classifierInput|n_331.modelParams|spParams|synPermInactiveDec_0.052886650775,  1584,  None,  1.27510256645,  None,  0.0595388163578,  11,  14,  None,  3,  3.43750458866,  331,  0.052886650775,  421.357492212,  11.648011351, 
1015,  4259,  completed,  eof,  2014-08-07 19:47:30,  2014-08-07 19:48:02,  32,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|sensorParams|encoders|hourly_traffic_count1:n_38.modelParams|clParams|alpha_0.0165496260475.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_104.modelParams|spParams|synPermInactiveDec_0.080595577435,  1584,  None,  0.5,  38,  0.0165496260475,  9,  13,  None,  1,  None,  104,  0.080595577435,  454.466486973,  12.5632767821, 
1015,  4260,  completed,  eof,  2014-08-07 19:47:34,  2014-08-07 19:48:01,  27,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.15937938161.modelParams|clParams|alpha_0.0555555863245.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.79878634909.modelParams|sensorParams|encoders|_classifierInput|n_299.modelParams|spParams|synPermInactiveDec_0.0551099492568,  1584,  None,  1.15937938161,  None,  0.0555555863245,  12,  14,  None,  3,  3.79878634909,  299,  0.0551099492568,  415.08937922,  11.4747355635, 
1015,  4261,  completed,  killed,  2014-08-07 19:47:39,  2014-08-07 19:48:02,  23,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|sensorParams|encoders|hourly_traffic_count1:n_45.modelParams|clParams|alpha_0.0202588051141.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_118.modelParams|spParams|synPermInactiveDec_0.071521342714,  1300,  None,  0.5,  45,  0.0202588051141,  10,  13,  None,  2,  None,  118,  0.071521342714,  461.634239885,  12.6552036247, 
1015,  4262,  completed,  eof,  2014-08-07 19:47:40,  2014-08-07 19:48:06,  26,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.295684795.modelParams|clParams|alpha_0.0484157838999.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.24881972251.modelParams|sensorParams|encoders|_classifierInput|n_247.modelParams|spParams|synPermInactiveDec_0.0636247849898,  1584,  None,  1.295684795,  None,  0.0484157838999,  11,  14,  None,  3,  3.24881972251,  247,  0.0636247849898,  438.194774215,  12.1134613679, 
1015,  4263,  completed,  killed,  2014-08-07 19:47:42,  2014-08-07 19:48:02,  20,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|sensorParams|encoders|hourly_traffic_count1:n_90.modelParams|clParams|alpha_0.0267066024853.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_153.modelParams|spParams|synPermInactiveDec_0.0670887885358,  1050,  None,  0.5,  90,  0.0267066024853,  10,  13,  None,  2,  None,  153,  0.0670887885358,  393.916212582,  10.7974284753, 
1015,  4264,  completed,  eof,  2014-08-07 19:47:53,  2014-08-07 19:48:20,  27,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.28472760937.modelParams|clParams|alpha_0.0496826604274.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.27579653437.modelParams|sensorParams|encoders|_classifierInput|n_245.modelParams|spParams|synPermInactiveDec_0.0616224437626,  1584,  None,  1.28472760937,  None,  0.0496826604274,  11,  14,  None,  3,  3.27579653437,  245,  0.0616224437626,  448.717245638,  12.4043446887, 
1015,  4265,  completed,  killed,  2014-08-07 19:48:01,  2014-08-07 19:48:07,  6,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|sensorParams|encoders|hourly_traffic_count1:n_76.modelParams|clParams|alpha_0.0290148803453.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|_classifierInput|n_157.modelParams|spParams|synPermInactiveDec_0.0712412444953,  50,  None,  0.5,  76,  0.0290148803453,  10,  13,  None,  2,  None,  157,  0.0712412444953,  376.673877551,  10.9417079171, 
1015,  4266,  completed,  eof,  2014-08-07 19:48:02,  2014-08-07 19:48:29,  27,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.29860268437.modelParams|clParams|alpha_0.0429999288618.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.06154225963.modelParams|sensorParams|encoders|_classifierInput|n_230.modelParams|spParams|synPermInactiveDec_0.0698011786007,  1584,  None,  1.29860268437,  None,  0.0429999288618,  11,  14,  None,  3,  3.06154225963,  230,  0.0698011786007,  456.048420097,  12.6070077596, 
1015,  4267,  completed,  eof,  2014-08-07 19:48:02,  2014-08-07 19:48:28,  26,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.38423012844.modelParams|clParams|alpha_0.0519487120019.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.23277616922.modelParams|sensorParams|encoders|_classifierInput|n_260.modelParams|spParams|synPermInactiveDec_0.0607359478193,  1584,  None,  1.38423012844,  None,  0.0519487120019,  11,  14,  None,  3,  3.23277616922,  260,  0.0607359478193,  484.628339549,  13.397071381, 
1015,  4268,  completed,  eof,  2014-08-07 19:48:03,  2014-08-07 19:48:29,  26,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.33331242496.modelParams|clParams|alpha_0.0466318360104.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.19598388013.modelParams|sensorParams|encoders|_classifierInput|n_242.modelParams|spParams|synPermInactiveDec_0.0655533962686,  1584,  None,  1.33331242496,  None,  0.0466318360104,  11,  14,  None,  3,  3.19598388013,  242,  0.0655533962686,  413.603855298,  11.4336697231, 
1015,  4269,  completed,  killed,  2014-08-07 19:48:06,  2014-08-07 19:48:30,  24,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.29391811752.modelParams|clParams|alpha_0.0470541506908.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.21854236818.modelParams|sensorParams|encoders|_classifierInput|n_248.modelParams|spParams|synPermInactiveDec_0.0645287698228,  1350,  None,  1.29391811752,  None,  0.0470541506908,  11,  14,  None,  3,  3.21854236818,  248,  0.0645287698228,  471.239826164,  12.9477106212, 
1015,  4270,  completed,  eof,  2014-08-07 19:48:07,  2014-08-07 19:48:42,  35,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.075.modelParams|sensorParams|encoders|hourly_traffic_count1:n_272.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.5.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  1584,  None,  1.075,  272,  0.05005,  11,  14,  None,  3,  3.5,  275,  0.05015,  445.549239458,  12.3167682895, 
1015,  4271,  completed,  killed,  2014-08-07 19:48:20,  2014-08-07 19:48:30,  10,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.19497476779.modelParams|clParams|alpha_0.0419697370025.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.9839002496.modelParams|sensorParams|encoders|_classifierInput|n_233.modelParams|spParams|synPermInactiveDec_0.0679691731154,  450,  None,  1.19497476779,  None,  0.0419697370025,  10,  13,  None,  2,  2.9839002496,  233,  0.0679691731154,  481.798268,  13.3686627304, 
1015,  4272,  completed,  killed,  2014-08-07 19:48:29,  2014-08-07 19:48:32,  3,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.3192768715.modelParams|clParams|alpha_0.0477358716468.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.24254276484.modelParams|sensorParams|encoders|_classifierInput|n_249.modelParams|spParams|synPermInactiveDec_0.0644620039267,  50,  None,  1.3192768715,  None,  0.0477358716468,  11,  14,  None,  3,  3.24254276484,  249,  0.0644620039267,  411.313877551,  11.9479384652, 
1015,  4273,  completed,  killed,  2014-08-07 19:48:29,  2014-08-07 19:48:32,  3,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.30463157596.modelParams|clParams|alpha_0.0468167909898.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.24341604241.modelParams|sensorParams|encoders|_classifierInput|n_249.modelParams|spParams|synPermInactiveDec_0.0654310441287,  50,  None,  1.30463157596,  None,  0.0468167909898,  11,  14,  None,  3,  3.24341604241,  249,  0.0654310441287,  527.455918367,  15.321658713, 
1015,  4274,  completed,  killed,  2014-08-07 19:48:30,  2014-08-07 19:48:34,  4,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.075.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|sensorParams|encoders|hourly_traffic_count2:n_272.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.5.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  50,  None,  1.075,  None,  0.05005,  11,  14,  272,  3,  3.5,  275,  0.05015,  459.680408163,  13.3529003764, 
1015,  4275,  completed,  eof,  2014-08-07 19:48:30,  2014-08-07 19:49:05,  35,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|sensorParams|encoders|hourly_traffic_count1:n_22.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.0.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  1584,  None,  0.5,  22,  0.0001,  9,  12,  None,  1,  1.0,  28,  0.1,  411.715796217,  11.3814761962, 
1015,  4276,  completed,  eof,  2014-08-07 19:48:31,  2014-08-07 19:49:23,  52,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.075.modelParams|sensorParams|encoders|hourly_traffic_count1:n_521.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_6.0.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  1584,  None,  1.075,  521,  0.1,  12,  16,  None,  5,  6.0,  521,  0.0003,  607.090035626,  16.7824039129, 
1015,  4277,  completed,  eof,  2014-08-07 19:48:32,  2014-08-07 19:49:03,  31,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|sensorParams|encoders|hourly_traffic_count1:n_147.modelParams|clParams|alpha_0.025075.modelParams|tpParams|minThreshold_10.modelParams|tpParams|activationThreshold_13.modelParams|tpParams|pamLength_2.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_4.75.modelParams|sensorParams|encoders|_classifierInput|n_151.modelParams|spParams|synPermInactiveDec_0.075075,  1584,  None,  0.5,  147,  0.025075,  10,  13,  None,  2,  4.75,  151,  0.075075,  388.171785873,  10.730625304, 
1015,  4288,  completed,  eof,  2014-08-07 19:48:33,  2014-08-07 19:49:16,  43,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|sensorParams|encoders|hourly_traffic_count1:n_396.modelParams|clParams|alpha_0.075025.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_15.modelParams|tpParams|pamLength_4.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_2.25.modelParams|sensorParams|encoders|_classifierInput|n_398.modelParams|spParams|synPermInactiveDec_0.025225,  1584,  None,  0.5,  396,  0.075025,  11,  15,  None,  4,  2.25,  398,  0.025225,  441.848048305,  12.2144525188, 
1015,  4289,  completed,  eof,  2014-08-07 19:48:35,  2014-08-07 19:49:08,  33,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.075.modelParams|sensorParams|encoders|hourly_traffic_count1:n_272.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|sensorParams|encoders|hourly_traffic_count2:n_272.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015.modelParams|tpParams|pamLength_3,  1584,  None,  1.075,  272,  0.05005,  11,  14,  272,  3,  None,  275,  0.05015,  473.112506684,  13.0787275651, 
1015,  4290,  completed,  eof,  2014-08-07 19:48:42,  2014-08-07 19:49:09,  27,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.075.modelParams|sensorParams|encoders|hourly_traffic_count1:n_22.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|sensorParams|encoders|hourly_traffic_count2:n_22.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1.modelParams|tpParams|pamLength_1,  1584,  None,  1.075,  22,  0.0001,  9,  12,  22,  1,  None,  28,  0.1,  450.806805518,  12.462108506, 
1015,  4291,  completed,  eof,  2014-08-07 19:49:03,  2014-08-07 19:50:00,  57,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_1.075.modelParams|sensorParams|encoders|hourly_traffic_count1:n_521.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|sensorParams|encoders|hourly_traffic_count2:n_521.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003.modelParams|tpParams|pamLength_5,  1584,  None,  1.075,  521,  0.1,  12,  16,  521,  5,  None,  521,  0.0003,  436.03623692,  12.0537907381, 
