jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|sensorParams|encoders|timestamp_weekend:radius,  modelParams|sensorParams|encoders|hourly_traffic_count:n,  modelParams|clParams|alpha,  modelParams|tpParams|minThreshold,  modelParams|tpParams|activationThreshold,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius,  modelParams|tpParams|pamLength,  modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius,  modelParams|sensorParams|encoders|_classifierInput|n,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[1]:window=1000:field=hourly_traffic_count,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[1]:window=1000:field=hourly_traffic_count, 
1020,  13751,  completed,  eof,  2014-08-08 06:23:46,  2014-08-08 06:24:18,  32,  modelParams|sensorParams|encoders|hourly_traffic_count:n_272.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  2544,  None,  272,  0.05005,  11,  14,  None,  3,  None,  275,  0.05015,  66.7378174856,  26.4306094548, 
1020,  13771,  completed,  eof,  2014-08-08 06:23:46,  2014-08-08 06:24:07,  21,  modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.5.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  2544,  None,  None,  0.05005,  11,  14,  None,  3,  3.5,  275,  0.05015,  84.550166445,  33.4849492064, 
1020,  13824,  completed,  eof,  2014-08-08 06:23:46,  2014-08-08 06:24:03,  17,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_6.25.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  2544,  None,  None,  0.05005,  11,  14,  6.25,  3,  None,  275,  0.05015,  46.1779794227,  18.2881638255, 
1020,  13835,  completed,  eof,  2014-08-08 06:23:46,  2014-08-08 06:24:06,  20,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  2544,  1,  None,  0.05005,  11,  14,  None,  3,  None,  275,  0.05015,  167.540315768,  66.352074743, 
1020,  13895,  completed,  eof,  2014-08-08 06:23:46,  2014-08-08 06:24:05,  19,  modelParams|sensorParams|encoders|hourly_traffic_count:n_22.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  2544,  None,  22,  0.0001,  9,  12,  None,  1,  None,  28,  0.1,  113.313030662,  44.8760923328, 
1020,  13946,  completed,  eof,  2014-08-08 06:23:47,  2014-08-08 06:24:04,  17,  modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.0.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  2544,  None,  None,  0.0001,  9,  12,  None,  1,  1.0,  28,  0.1,  111.116363537,  44.0061320452, 
1020,  13987,  completed,  eof,  2014-08-08 06:23:47,  2014-08-08 06:24:09,  22,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  2544,  None,  None,  0.0001,  9,  12,  0.5,  1,  None,  28,  0.1,  52.9723138281,  20.9789680193, 
1020,  14018,  completed,  eof,  2014-08-08 06:23:47,  2014-08-08 06:24:04,  17,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  2544,  1,  None,  0.0001,  9,  12,  None,  1,  None,  28,  0.1,  169.798657115,  67.2464602716, 
1020,  14039,  completed,  eof,  2014-08-08 06:23:47,  2014-08-08 06:24:33,  46,  modelParams|sensorParams|encoders|hourly_traffic_count:n_521.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  2544,  None,  521,  0.1,  12,  16,  None,  5,  None,  521,  0.0003,  67.6171968411,  26.778875748, 
1020,  14050,  completed,  eof,  2014-08-08 06:23:47,  2014-08-08 06:24:23,  36,  modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_6.0.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  2544,  None,  None,  0.1,  12,  16,  None,  5,  6.0,  521,  0.0003,  118.022463756,  46.7411995772, 
