jobID,  modelID,  status,  completionReason,  startTime,  endTime,  runtime(s),  expDesc,  numRecords,  modelParams|sensorParams|encoders|timestamp_weekend:radius,  modelParams|sensorParams|encoders|hourly_traffic_count:n,  modelParams|clParams|alpha,  modelParams|tpParams|minThreshold,  modelParams|tpParams|activationThreshold,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius,  modelParams|tpParams|pamLength,  modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius,  modelParams|sensorParams|encoders|_classifierInput|n,  modelParams|spParams|synPermInactiveDec,  multiStepBestPredictions:multiStep:errorMetric='aae':steps=[1]:window=1000:field=hourly_traffic_count,  multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[1]:window=1000:field=hourly_traffic_count, 
1214,  169221,  completed,  eof,  2014-08-12 17:11:52,  2014-08-12 17:12:40,  48,  modelParams|sensorParams|encoders|hourly_traffic_count:n_272.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  3696,  None,  272,  0.05005,  11,  14,  None,  3,  None,  275,  0.05015,  43.4600096328,  26.3475435636, 
1214,  169312,  completed,  eof,  2014-08-12 17:11:52,  2014-08-12 17:12:24,  32,  modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_3.5.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  3696,  None,  None,  0.05005,  11,  14,  None,  3,  3.5,  275,  0.05015,  97.8366140118,  59.3132507695, 
1214,  169393,  completed,  eof,  2014-08-12 17:11:53,  2014-08-12 17:12:19,  26,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_6.25.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  3696,  None,  None,  0.05005,  11,  14,  6.25,  3,  None,  275,  0.05015,  30.6226828942,  18.5649400082, 
1214,  169464,  completed,  eof,  2014-08-12 17:11:53,  2014-08-12 17:12:22,  29,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.05005.modelParams|tpParams|minThreshold_11.modelParams|tpParams|activationThreshold_14.modelParams|tpParams|pamLength_3.modelParams|sensorParams|encoders|_classifierInput|n_275.modelParams|spParams|synPermInactiveDec_0.05015,  3696,  1,  None,  0.05005,  11,  14,  None,  3,  None,  275,  0.05015,  91.0825328305,  55.2186026169, 
1214,  169525,  completed,  eof,  2014-08-12 17:11:53,  2014-08-12 17:12:24,  31,  modelParams|sensorParams|encoders|hourly_traffic_count:n_22.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  3696,  None,  22,  0.0001,  9,  12,  None,  1,  None,  28,  0.1,  93.9998679532,  56.9872311764, 
1214,  169576,  completed,  eof,  2014-08-12 17:11:53,  2014-08-12 17:12:19,  26,  modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_1.0.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  3696,  None,  None,  0.0001,  9,  12,  None,  1,  1.0,  28,  0.1,  103.636900808,  62.8296629918, 
1214,  169617,  completed,  eof,  2014-08-12 17:11:54,  2014-08-12 17:12:23,  29,  modelParams|sensorParams|encoders|timestamp_timeOfDay:radius_0.5.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  3696,  None,  None,  0.0001,  9,  12,  0.5,  1,  None,  28,  0.1,  32.8619020392,  19.9224621181, 
1214,  169648,  completed,  eof,  2014-08-12 17:11:54,  2014-08-12 17:12:19,  25,  modelParams|sensorParams|encoders|timestamp_weekend:radius_1.modelParams|clParams|alpha_0.0001.modelParams|tpParams|minThreshold_9.modelParams|tpParams|activationThreshold_12.modelParams|tpParams|pamLength_1.modelParams|sensorParams|encoders|_classifierInput|n_28.modelParams|spParams|synPermInactiveDec_0.1,  3696,  1,  None,  0.0001,  9,  12,  None,  1,  None,  28,  0.1,  88.4897481546,  53.6467321139, 
1214,  169669,  completed,  eof,  2014-08-12 17:11:54,  2014-08-12 17:13:07,  73,  modelParams|sensorParams|encoders|hourly_traffic_count:n_521.modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  3696,  None,  521,  0.1,  12,  16,  None,  5,  None,  521,  0.0003,  45.1378785439,  27.3647482215, 
1214,  169680,  completed,  eof,  2014-08-12 17:11:54,  2014-08-12 17:12:43,  49,  modelParams|clParams|alpha_0.1.modelParams|tpParams|minThreshold_12.modelParams|tpParams|activationThreshold_16.modelParams|tpParams|pamLength_5.modelParams|sensorParams|encoders|timestamp_dayOfWeek:radius_6.0.modelParams|sensorParams|encoders|_classifierInput|n_521.modelParams|spParams|synPermInactiveDec_0.0003,  3696,  None,  None,  0.1,  12,  16,  None,  5,  6.0,  521,  0.0003,  106.2329353,  64.4035036891, 
